question_id,question,answer_preview,cluster,rank,chunk_id,policy_name,page,section,match_score,chunk_preview,relevant
q047,What is a deferral in the context of extenuating circumstances?,A deferral means moving the assessment to the next available opportunity. This m,Extenuating Circumstances,5,9fb42f4d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,6.0,,17,Cardiff University Extenuating Circumstances Procedure v2 09/25  If assessments are not completed on time and without ex,0
q048,Can the Examining Board discount module marks affected by extenuating circumstances?,Yes. Final Examining Boards may discount module marks affected by extenuating ci,Extenuating Circumstances,1,b133a986,Extenuating Circumstances Procedure for Taught and Undergraduate Students,15.0,,64,Cardiff University Extenuating Circumstances Procedure v2 09/25  Disability  You are disabled under the Equality Act 201,1
q048,Can the Examining Board discount module marks affected by extenuating circumstances?,Yes. Final Examining Boards may discount module marks affected by extenuating ci,Extenuating Circumstances,2,e313e8ce,Extenuating Circumstances Procedure for Taught and Undergraduate Students,11.0,Examining Board Remedies ,58,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 5 Examining Board Remedies  Cardiff Un,1
q048,Can the Examining Board discount module marks affected by extenuating circumstances?,Yes. Final Examining Boards may discount module marks affected by extenuating ci,Extenuating Circumstances,3,bef1f5c6,Extenuating Circumstances Procedure for Taught and Undergraduate Students,9.0,,46,Cardiff University Extenuating Circumstances Procedure v2 09/25  assessment  deadline*  Situation   You started an  exam,0
q048,Can the Examining Board discount module marks affected by extenuating circumstances?,Yes. Final Examining Boards may discount module marks affected by extenuating ci,Extenuating Circumstances,4,4351bd92,Academic Regulations and Policies Handbook 2025 26 English Nov25,86.0,"Where a Professional, Statutory, or Regulatory Body does not permit ",36,"Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 11.11.4 Where a Professional, Statutory, or Reg",0
q048,Can the Examining Board discount module marks affected by extenuating circumstances?,Yes. Final Examining Boards may discount module marks affected by extenuating ci,Extenuating Circumstances,5,0d7a43ea,Extenuating Circumstances Procedure for Taught and Undergraduate Students,16.0,,30,Exam or TimeLimited  Assessment  An assessment completed in controlled conditions that lasts up to 48  hours. Group work,0
q049,What types of evidence are acceptable for extenuating circumstances declarations?,Types of evidence include: a GP/medical letter; a statement from a support servi,Extenuating Circumstances,1,4196cfb4,Extenuating Circumstances Procedure for Taught and Undergraduate Students,16.0,,58,Cardiff University Extenuating Circumstances Procedure v2 09/25  If you are unable to present evidence with your circums,1
q049,What types of evidence are acceptable for extenuating circumstances declarations?,Types of evidence include: a GP/medical letter; a statement from a support servi,Extenuating Circumstances,2,08df38cb,Extenuating Circumstances Procedure for Taught and Undergraduate Students,12.0,Support from the University ,14,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 7 Support from the University  Please ,1
q049,What types of evidence are acceptable for extenuating circumstances declarations?,Types of evidence include: a GP/medical letter; a statement from a support servi,Extenuating Circumstances,3,66bcc21f,Extenuating Circumstances Procedure for Taught and Undergraduate Students,12.0,Support from the University ,14,Your report will not be handed  to your School as a declaration of extenuating circumstances*  - Student Disability Serv,0
q049,What types of evidence are acceptable for extenuating circumstances declarations?,Types of evidence include: a GP/medical letter; a statement from a support servi,Extenuating Circumstances,4,fdaf76e9,Academic Regulations and Policies Handbook 2025 26 English Nov25,23.0,Applicants must satisfy all entry requirement(s) and terms of enrolment as ,13,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 2.3 Applicants must satisfy all entry requireme,0
q049,What types of evidence are acceptable for extenuating circumstances declarations?,Types of evidence include: a GP/medical letter; a statement from a support servi,Extenuating Circumstances,5,0a58a1ec,Academic Regulations and Policies Handbook 2025 26 English Nov25,97.0,"Where a student has not yet submitted their thesis, a sufficient amount of ",13,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 7.6 Where a student has not yet submitted their,0
q050,Can I use the extenuating circumstances procedure to report absence from a teaching session?,No. You cannot use the Extenuating Circumstances Procedure to tell the Universit,Extenuating Circumstances,1,a8373d53,Extenuating Circumstances Procedure for Taught and Undergraduate Students,3.0,,33,"If your programme requires compulsory attendance at some engagement points (e.g.,  laboratories, clinical placements and",1
q050,Can I use the extenuating circumstances procedure to report absence from a teaching session?,No. You cannot use the Extenuating Circumstances Procedure to tell the Universit,Extenuating Circumstances,2,08df38cb,Extenuating Circumstances Procedure for Taught and Undergraduate Students,12.0,Support from the University ,17,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 7 Support from the University  Please ,1
q050,Can I use the extenuating circumstances procedure to report absence from a teaching session?,No. You cannot use the Extenuating Circumstances Procedure to tell the Universit,Extenuating Circumstances,3,723df08c,Academic Regulations and Policies Handbook 2025 26 English Nov25,9.0,,16,- Strategic Approach to the Enhancement of Assessment and Feedback -  2023-2027  - Education Partnership Policy  - Educa,0
q050,Can I use the extenuating circumstances procedure to report absence from a teaching session?,No. You cannot use the Extenuating Circumstances Procedure to tell the Universit,Extenuating Circumstances,4,43518fcb,Academic Regulations and Policies Handbook 2025 26 English Nov25,27.0,,16,"applicant's performance and achievement in terms of their application to  University. Criminal Convictions policy, proce",0
q050,Can I use the extenuating circumstances procedure to report absence from a teaching session?,No. You cannot use the Extenuating Circumstances Procedure to tell the Universit,Extenuating Circumstances,5,0c97754f,Academic Regulations and Policies Handbook 2025 26 English Nov25,80.0,The Extenuating Circumstances Procedure outlines how students apply ,16,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 6.3 The Extenuating Circumstances Procedure out,0
q051,What should I do if my circumstances prevent me from engaging with studies for more than two weeks?,You may want to apply to take a break from your studies using the Interruption o,Extenuating Circumstances,1,a8373d53,Extenuating Circumstances Procedure for Taught and Undergraduate Students,3.0,,31,"If your programme requires compulsory attendance at some engagement points (e.g.,  laboratories, clinical placements and",1
q051,What should I do if my circumstances prevent me from engaging with studies for more than two weeks?,You may want to apply to take a break from your studies using the Interruption o,Extenuating Circumstances,2,3aaf2392,Academic Regulations and Policies Handbook 2025 26 English Nov25,79.0,Adjustments can be made to the programme to enable students to engage in ,17,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 4.2 Adjustments can be made to the programme to,1
q051,What should I do if my circumstances prevent me from engaging with studies for more than two weeks?,You may want to apply to take a break from your studies using the Interruption o,Extenuating Circumstances,3,3c0cd891,COMSC School Handbook 25 26,15.0,,17,- If you are absent for 14 days or more: you will need to apply for an interruption of  study or extenuating circumstanc,0
